Alumni Employment,Broad Impact,Citations,Country,Influence,institution,National Rank,Patents,Publications,Quality Of Education,Quality Of Faculty,Score,world_rank,Latitude,Longitude
567,622,812,China,929,Shanghai University,39,782,494,367,218,44.38,684,44.89822,-68.66765
463,850,812,China,950,Shanghai Normal University,59,871,919,367,218,44.14,888,44.89822,-68.66765
143,209,212,China,267,Shanghai Jiao Tong University,3,198,81,335,218,47.96,180,40.8579,-74.20201
437,409,511,China,604,Shandong University,18,538,213,367,218,45.13,413,22.2106,113.57735
567,754,645,China,664,Second Military Medical University,44,395,579,367,218,44.27,776,44.89822,-68.66765
100,896,812,China,936,Renmin University of China,27,715,965,367,218,44.79,496,29.83378,-95.45238
38,125,182,China,131,Peking University,1,20,52,182,218,54.26,56,44.89822,-68.66765
567,358,368,China,297,Peking Union Medical College,21,797,324,367,218,45.09,423,44.47838,-69.51689
567,809,812,China,735,Ocean University of China,51,541,648,367,218,44.19,846,45.20924,-117.8644
351,989,812,China,962,Northwestern Polytechnical University,67,871,566,367,218,44.08,948,44.89822,-68.66765
567,837,368,China,848,Northwest University (China),56,871,904,367,218,44.15,877,31.74482,-93.12552
315,906,812,China,974,Northeastern University (China),55,698,759,367,218,44.16,871,29.42835,-98.5131
567,549,645,China,765,Northeast Normal University,35,871,678,367,218,44.44,640,44.89822,-68.66765
135,334,321,China,454,Nankai University,11,419,282,334,218,45.8,315,40.49529,-88.99255
567,932,812,China,984,Nanjing University of Technology,49,217,748,367,218,44.22,810,44.89822,-68.66765
331,826,368,China,943,Nanjing University of Science and Technology,48,694,796,367,218,44.24,804,32.09152,-110.81386
486,867,812,China,974,Nanjing University of Aeronautics and Astronautics,61,853,709,367,218,44.14,895,32.09152,-110.81386
362,265,234,China,358,Nanjing University,7,164,134,342,218,46.61,244,32.03735,118.814069
456,850,428,China,709,Nanjing Normal University,53,742,729,367,218,44.17,864,44.89822,-68.66765
567,867,812,China,696,Nanjing Medical University,58,761,582,367,218,44.14,886,40.8579,-74.20201
567,837,812,China,726,Nanjing Agricultural University,54,601,617,367,218,44.16,866,32.05196,118.77803
567,457,645,China,689,Lanzhou University,28,624,350,367,218,44.72,514,17.34653,78.41578
336,984,812,China,897,Jinan University,70,688,793,367,218,44.07,955,44.89822,-68.66765
338,375,645,China,452,Jilin University,14,551,239,220,218,45.2,391,44.89822,-68.66765
556,981,812,China,969,Jiangsu University,66,323,808,367,218,44.08,947,44.89822,-68.66765
567,770,812,China,912,Jiangnan University,50,628,783,367,218,44.2,828,44.89822,-68.66765
291,529,645,China,906,Hunan University,30,816,464,367,218,44.62,553,44.89822,-68.66765
567,932,812,China,917,Hunan Normal University,74,871,923,367,218,44.06,972,44.89822,-68.66765
282,480,645,China,626,Huazhong University of Science and Technology,16,242,219,367,218,45.16,400,40.8579,-74.20201
567,837,645,China,535,Huazhong Agricultural University,52,494,651,367,218,44.17,858,32.09152,-110.81386
567,958,812,China,991,Henan Normal University,80,871,959,367,218,44.04,990,17.34653,78.41578
302,932,812,China,974,Hefei University of Technology,57,871,914,367,218,44.15,883,40.8579,-74.20201
244,437,645,China,847,Harbin Institute of Technology,17,375,241,367,218,45.14,410,32.09152,-110.81386
567,906,645,China,991,Harbin Engineering University,69,839,970,367,218,44.07,953,42.36598,-71.09704
399,671,428,China,984,Fuzhou University,41,463,727,367,218,44.35,706,30.35885,76.44494
203,204,368,China,252,Fudan University,5,123,112,367,218,47.56,195,44.89822,-68.66765
567,880,645,China,716,Fourth Military Medical University,62,692,609,367,218,44.13,899,44.89822,-68.66765
567,471,645,China,828,East China University of Science and Technology,25,184,423,367,218,44.86,477,29.83378,-95.45238
272,622,812,China,645,East China Normal University,32,576,436,367,218,44.54,586,35.63397,-117.78105
567,622,234,China,962,Donghua University,37,726,805,367,218,44.41,659,35.63397,-117.78105
104,409,511,China,667,Dalian University of Technology,9,131,313,367,218,45.92,305,44.89822,-68.66765
283,837,645,China,892,Chongqing University,43,809,630,367,218,44.27,774,32.09152,-110.81386
558,867,428,China,639,China University of Geosciences (Wuhan),63,752,928,367,218,44.13,904,44.89822,-68.66765
567,981,812,China,991,China Pharmaceutical University,83,547,861,367,218,44.02,1000,44.89822,-68.66765
567,958,645,China,749,China Medical University (PRC),78,871,804,367,218,44.04,982,44.89822,-68.66765
534,590,645,China,362,China Agricultural University,34,572,407,367,218,44.47,627,44.89822,-68.66765
131,558,511,China,783,Central South University,22,444,366,367,218,45.02,438,44.89822,-68.66765
567,480,511,China,855,Central China Normal University,31,778,631,367,218,44.58,572,29.42835,-98.5131
567,741,511,China,754,Capital Medical University,46,871,525,367,218,44.26,788,44.89822,-68.66765
567,969,812,China,950,Beijing University of Technology,77,512,780,367,218,44.05,977,18.45417,-66.65347
536,715,812,China,984,Beijing University of Chemical Technology,36,214,558,367,218,44.44,642,32.09152,-110.81386
567,480,428,China,492,Beijing Normal University,15,755,363,57,218,45.17,396,32.09152,-110.81386
567,699,511,China,969,Beijing Institute of Technology,42,569,528,367,218,44.3,749,40.8579,-74.20201
383,770,645,China,865,Beihang University,40,307,460,367,218,44.35,705,42.36598,-71.09704
567,754,812,Chile,451,University of Concepción,3,505,712,367,218,44.23,805,44.89822,-68.66765
173,424,645,Chile,351,University of Chile,2,489,418,242,218,45.08,425,29.81874,-103.30642
139,388,645,Chile,310,Pontifical Catholic University of Chile,1,396,446,343,218,45.31,376,18.45083,-66.66733
567,946,368,Chile,923,Federico Santa María Technical University,4,645,955,367,218,44.07,960,29.81874,-103.30642
106,388,264,Canada,408,York University,15,871,382,367,218,45.56,337,-33.04558,-71.65014
298,969,812,Canada,921,Wilfrid Laurier University,30,871,952,367,218,44.13,907,43.76674,-79.45443
41,190,234,Canada,208,Western University (The University of Western Ontario),5,261,149,367,218,49.31,133,45.54432,-73.74609
133,754,812,Canada,912,University of Windsor,22,658,764,367,218,44.68,538,43.46986,-80.53839
124,292,234,Canada,333,University of Waterloo,12,626,190,367,218,46.34,269,42.32067,-83.02721
567,300,234,Canada,328,University of Victoria,16,853,321,367,218,45.48,352,43.46986,-80.53839
51,8,9,Canada,17,University of Toronto,1,145,2,70,32,60.04,32,48.43569,-123.47259
567,413,321,Canada,421,University of Sherbrooke,21,853,454,367,218,44.77,502,43.78637,-79.46307
278,457,287,Canada,442,University of Saskatchewan,20,427,335,336,218,44.92,455,48.39781,-89.28134
567,781,645,Canada,737,University of Regina,27,573,851,367,218,44.19,836,52.13028,-106.64916
422,622,428,Canada,534,University of Québec at Montreal,25,871,537,367,218,44.41,663,50.42017,-104.58916
163,134,212,Canada,194,University of Ottawa,9,496,171,223,218,47.6,193,45.50925,-73.5824
354,886,812,Canada,802,University of New Brunswick,29,591,777,367,218,44.16,870,45.38996,-75.69387
376,90,101,Canada,111,University of Montreal,7,540,101,320,218,48.72,151,47.02389,-65.46465
93,256,212,Canada,308,University of Manitoba,10,175,261,157,155,47.04,222,45.50925,-73.5824
567,867,511,Canada,718,University of Lethbridge,32,853,957,367,218,44.12,917,49.81054,-97.14377
483,344,146,Canada,277,University of Guelph,18,445,325,367,218,45.36,368,49.65281,-112.86766
123,127,101,Canada,180,University of Calgary,8,778,145,367,218,48.23,167,43.53521,-80.23299
275,34,37,Canada,36,University of British Columbia,3,81,26,81,93,53.92,62,51.0764,-114.12841
151,103,82,Canada,109,University of Alberta,4,116,62,169,153,50.25,107,48.7836,-123.70477
509,867,511,Canada,777,Trent University,31,782,923,367,218,44.12,910,49.71656,-112.89179
567,324,368,Canada,303,Simon Fraser University,17,381,284,367,218,45.4,362,35.64803,-77.37875
567,975,511,Canada,969,Ryerson University,33,756,811,367,218,44.03,994,49.27629,-122.90955
155,281,264,Canada,274,Queen's University,13,275,254,322,218,46.18,284,47.25115,-68.58795
567,529,645,Canada,577,Memorial University of Newfoundland,24,653,552,367,218,44.49,611,44.57054,-76.3293
268,87,101,Canada,156,McMaster University,6,222,127,222,163,48.74,150,48.94146,-57.93652
37,34,44,Canada,53,McGill University,2,132,33,34,75,56.49,42,47.25115,-68.58795
273,200,182,Canada,270,Laval University,11,140,207,292,218,46.95,229,48.46501,-123.31518
507,741,511,Canada,921,École Polytechnique de Montréal,26,412,716,367,218,44.27,781,50.43144,-104.55858
137,273,264,Canada,247,Dalhousie University,14,384,280,367,218,46.17,286,45.50299,-73.61399
99,590,645,Canada,745,Concordia University,19,718,545,367,218,45.12,417,49.26685,-123.23952
538,549,264,Canada,739,Carleton University,23,871,479,367,218,44.53,593,43.00978,-82.35805
567,809,511,Canada,727,Brock University,28,638,877,367,218,44.17,861,38.67432,-90.3267
567,796,645,Bulgaria,881,Sofia University,1,871,814,254,218,44.19,845,43.12129,-79.24657
71,164,136,Brazil,186,University of São Paulo,1,710,59,297,218,49.31,132,42.65538,23.28095
567,388,511,Brazil,575,University of Campinas,3,197,295,367,218,45.14,404,-23.76812,-45.94729
367,921,812,Brazil,688,University of Brasília,11,871,807,367,218,44.12,920,-7.21847,-35.85819
567,671,511,Brazil,613,"UNESP, São Paulo State University",7,627,356,367,218,44.41,664,39.50716,-87.12926
567,770,511,Brazil,910,Rio de Janeiro State University,8,739,760,367,218,44.21,826,-21.81547,-48.19464
313,958,645,Brazil,892,Fluminense Federal University,9,871,802,367,218,44.12,915,-22.77403,-41.90311
567,520,368,Brazil,638,Federal University of São Paulo,6,839,504,367,218,44.53,589,39.78753,-105.03143
567,906,812,Brazil,948,Federal University of São Carlos,14,774,722,367,218,44.09,941,-15.63248,-47.65708
396,975,812,Brazil,974,Federal University of Santa Maria,16,871,954,367,218,44.05,974,-22.01672,-47.89197
567,886,812,Brazil,941,Federal University of Santa Catarina,10,763,606,367,218,44.12,918,25.7343,-80.27698
567,529,428,Brazil,578,Federal University of Rio Grande do Sul,5,787,410,367,218,44.55,583,33.87522,-118.40937
116,381,645,Brazil,330,Federal University of Rio de Janeiro,2,295,305,125,218,45.72,322,-15.62835,-47.66072
552,946,812,Brazil,884,Federal University of Pernambuco,13,417,749,367,218,44.09,939,-22.59121,-43.28698
497,906,812,Brazil,800,Federal University of Paraná,12,772,697,36,,,,25.71976,-80.27033
