Alumni Employment,Broad Impact,Citations,Country,Influence,institution,National Rank,Patents,Publications,Quality Of Education,Quality Of Faculty,Score,world_rank,Latitude (generated),Longitude (generated)
567,486,368,Italy,556,University of Trento,29,861,488,367,218,44.61,561,44.3713,11.1084
482,369,287,Italy,365,University of Siena,23,712,420,367,218,44.98,446,44.3713,11.1084
567,754,812,Italy,592,University of Sassari,45,805,758,367,218,44.21,817,44.3713,11.1084
567,646,511,Italy,835,University of Salerno,40,525,537,367,218,44.36,703,44.3713,11.1084
567,699,511,Italy,743,University of Salento,43,654,661,367,218,44.28,765,44.3713,11.1084
557,262,287,Italy,272,University of Rome Tor Vergata,9,816,267,367,218,45.79,317,44.3713,11.1084
473,255,212,Italy,360,University of Pisa,8,528,227,273,218,46.03,295,44.3713,11.1084
567,289,428,Italy,332,University of Perugia,14,642,375,367,116,45.53,344,44.3713,11.1084
380,273,264,Italy,381,University of Pavia,10,680,330,295,214,45.64,327,44.3713,11.1084
356,381,368,Italy,463,University of Parma,24,741,438,367,218,44.92,456,44.3713,11.1084
567,437,812,Italy,545,University of Palermo,27,559,452,367,218,44.7,528,44.3713,11.1084
567,119,182,Italy,105,University of Padua,2,351,99,281,218,48.17,169,44.3713,11.1084
459,227,234,Italy,324,University of Naples Federico II,7,792,175,331,218,46.36,268,44.3713,11.1084
567,349,368,Italy,474,University of Modena and Reggio Emilia,22,709,435,367,218,45.04,432,44.3713,11.1084
567,324,287,Italy,305,University of Milan - Bicocca,17,468,390,367,218,45.28,382,44.3713,11.1084
441,106,212,Italy,189,University of Milan,3,438,118,162,182,48.07,172,44.3713,11.1084
567,606,812,Italy,803,University of Messina,38,871,608,367,218,44.37,690,44.3713,11.1084
567,590,645,Italy,678,University of L'Aquila,37,871,655,367,218,44.38,680,44.3713,11.1084
567,579,645,Italy,564,University of Insubria,36,871,705,367,218,44.39,676,44.3713,11.1084
567,285,234,Italy,402,University of Genoa,12,537,299,367,218,45.61,330,44.3713,11.1084
326,227,197,Italy,275,University of Florence,6,564,218,327,94,46.58,247,44.3713,11.1084
567,300,287,Italy,392,University of Ferrara,15,656,416,367,218,45.36,369,44.3713,11.1084
567,457,428,Italy,693,University of Catania,28,853,438,213,218,44.69,531,44.3713,11.1084
567,867,812,Italy,826,University of Camerino,46,724,903,367,218,44.12,919,44.3713,11.1084
567,686,428,Italy,890,University of Calabria,41,700,583,367,218,44.31,745,44.3713,11.1084
567,486,511,Italy,567,University of Cagliari,30,623,518,367,218,44.59,570,44.3713,11.1084
567,396,645,Italy,614,University of Brescia,26,816,585,367,218,44.77,503,44.3713,11.1084
348,161,212,Italy,281,University of Bologna,4,354,136,350,218,47.28,208,44.3713,11.1084
567,867,645,Italy,900,University of Basilicata,47,871,940,367,218,44.12,922,44.3713,11.1084
567,313,511,Italy,322,University of Bari Aldo Moro,16,527,352,367,218,45.31,377,44.3713,11.1084
567,486,645,Italy,641,Second University of Naples,31,824,556,367,218,44.57,575,44.3713,11.1084
567,503,321,Italy,526,Scuola Normale Superiore di Pisa,19,871,548,263,61,45.2,393,44.3713,11.1084
205,130,212,Italy,166,Sapienza University of Rome,1,312,83,67,45,49.97,112,44.3713,11.1084
567,622,511,Italy,637,Roma Tre University,39,756,639,367,218,44.36,701,44.3713,11.1084
567,659,645,Italy,798,Polytechnic University of Turin,34,283,465,367,218,44.43,653,44.3713,11.1084
181,503,428,Italy,510,Polytechnic University of Milan,20,292,358,103,191,45.17,397,44.3713,11.1084
567,565,812,Italy,649,Marche Polytechnic University,35,748,688,367,218,44.41,662,44.3713,11.1084
567,715,812,Italy,813,Magna Græcia University of Catanzaro,44,766,948,367,218,44.24,802,44.3713,11.1084
567,486,812,Italy,406,International School for Advanced Studies,32,768,623,367,218,44.57,576,44.3713,11.1084
567,659,812,Italy,615,"G. d'Annunzio University, Chieti-Pescara",42,871,750,367,218,44.3,747,44.3713,11.1084
555,324,321,Italy,482,Catholic University of the Sacred Heart,18,770,424,367,218,45.22,387,44.3713,11.1084
567,540,645,Italy,623,"""University of Eastern Piedmont ""Amedeo Avogadro""""",33,739,693,367,218,44.46,630,44.3713,11.1084
567,143,234,Israel,63,Weizmann Institute of Science,2,45,246,19,22,57.17,39,30.992,34.834
372,686,812,Israel,479,University of Haifa,7,503,535,367,218,44.36,700,30.992,34.834
107,154,136,Israel,117,Tel Aviv University,3,39,98,77,50,51.75,86,30.992,34.834
180,209,161,Israel,221,Technion – Israel Institute of Technology,4,88,186,45,55,49.12,136,30.992,34.834
164,143,368,Israel,97,Hebrew University of Jerusalem,1,35,120,15,15,65.71,23,30.992,34.834
567,381,428,Israel,379,Ben-Gurion University of the Negev,5,118,277,367,218,45.49,349,30.992,34.834
392,495,645,Israel,410,Bar-Ilan University,6,338,404,280,218,44.71,521,30.992,34.834
529,969,812,Ireland,863,University of Limerick,8,516,892,367,218,44.05,981,53.214,-7.588
112,247,128,Ireland,285,University College Dublin,2,278,288,241,218,46.79,238,53.214,-7.588
430,402,368,Ireland,431,University College Cork,3,195,426,367,218,45.03,436,53.214,-7.588
78,204,115,Ireland,233,"Trinity College, Dublin",1,153,289,338,200,47.73,185,53.214,-7.588
567,646,368,Ireland,714,Royal College of Surgeons in Ireland,5,446,888,367,218,44.35,711,53.214,-7.588
567,809,812,Ireland,710,"National University of Ireland, Maynooth",7,561,992,244,218,44.18,853,53.214,-7.588
567,503,645,Ireland,546,"National University of Ireland, Galway",4,293,588,367,218,44.61,558,53.214,-7.588
567,850,511,Ireland,933,Dublin City University,6,347,803,367,218,44.19,843,53.214,-7.588
567,770,812,Iran,984,University of Tehran,2,871,489,181,218,44.28,768,33.408,54.0418
567,796,812,Iran,899,Tehran University of Medical Sciences,3,871,771,367,218,44.18,854,33.408,54.0418
567,867,812,Iran,991,Tarbiat Modares University,4,871,769,367,218,44.12,912,33.408,54.0418
567,921,645,Iran,962,Shiraz University,7,871,865,367,218,44.07,956,33.408,54.0418
567,732,511,Iran,950,Sharif University of Technology,1,871,563,116,218,44.37,697,33.408,54.0418
567,886,812,Iran,920,Shahid Beheshti University of Medical Sciences,6,871,833,367,218,44.1,931,33.408,54.0418
567,880,645,Iran,923,Isfahan University of Technology,5,871,682,367,218,44.12,914,33.408,54.0418
567,932,645,Iran,962,Amirkabir University of Technology,8,871,725,367,218,44.07,958,33.408,54.0418
567,880,812,India,910,University of Hyderabad,16,871,879,367,218,44.11,925,22.741,78.236
72,796,812,India,763,University of Delhi,2,797,703,240,218,45.3,379,22.741,78.236
346,994,645,India,900,University of Calcutta,14,424,964,140,209,44.14,891,22.741,78.236
567,540,368,India,450,Tata Institute of Fundamental Research,7,792,468,367,218,44.51,601,22.741,78.236
167,540,368,India,786,Panjab University,4,824,720,333,218,44.8,491,22.741,78.236
567,715,645,India,650,Jawaharlal Nehru Centre for Advanced Scientific Research,12,453,868,367,218,44.27,777,22.741,78.236
515,886,428,India,991,Jadavpur University,15,735,849,367,218,44.11,923,22.741,78.236
395,565,428,India,931,Indian Institute of Technology Roorkee,9,871,839,367,218,44.44,638,22.741,78.236
147,796,812,India,943,Indian Institute of Technology Madras,5,317,523,367,218,44.68,534,22.741,78.236
242,686,812,India,974,Indian Institute of Technology Kharagpur,8,644,500,367,218,44.49,614,22.741,78.236
503,715,645,India,848,Indian Institute of Technology Kanpur,11,450,561,174,218,44.34,714,22.741,78.236
59,781,812,India,943,Indian Institute of Technology Delhi,1,625,635,367,218,45.54,341,22.741,78.236
507,699,645,India,815,Indian Institute of Technology Bombay,6,176,521,367,218,44.52,596,22.741,78.236
332,447,511,India,537,Indian Institute of Science,3,239,315,367,218,44.96,448,22.741,78.236
260,741,511,India,904,Banaras Hindu University,10,871,754,243,218,44.39,679,22.741,78.236
567,781,645,India,886,"All India Institute of Medical Sciences, New Delhi",13,839,887,367,218,44.18,851,22.741,78.236
567,369,321,Iceland,295,University of Iceland,1,839,612,367,218,44.91,461,64.826,-18.417
567,659,812,Hungary,720,University of Szeged,4,532,657,367,205,44.32,731,47.174,19.618
567,850,812,Hungary,812,University of Pécs,6,501,962,367,218,44.14,892,47.174,19.618
567,590,428,Hungary,621,University of Debrecen,3,499,687,367,218,44.4,667,47.174,19.618
567,529,511,Hungary,481,Semmelweis University,2,670,650,367,218,44.48,617,47.174,19.618
567,495,287,Hungary,444,Eötvös Loránd University,1,724,559,89,116,44.92,458,47.174,19.618
567,781,645,Hungary,761,Budapest University of Technology and Economics,5,529,740,256,218,44.21,819,47.174,19.618
128,147,128,Hong Kong,204,University of Hong Kong,1,205,139,287,218,48.15,170,22.4114,114.0599
359,300,368,Hong Kong,466,Hong Kong University of Science and Technology,3,185,256,367,218,45.77,319,22.4114,114.0599
166,375,511,Hong Kong,764,Hong Kong Polytechnic University,4,329,259,367,218,45.47,354,22.4114,114.0599
516,565,511,Hong Kong,937,Hong Kong Baptist University,6,691,592,367,218,44.43,649,22.4114,114.0599
567,339,511,Hong Kong,874,City University of Hong Kong,5,387,252,367,218,45.33,373,22.4114,114.0599
479,209,212,Hong Kong,356,Chinese University of Hong Kong,2,168,162,100,116,47.05,220,22.4114,114.0599
567,850,812,Greece,984,University of Thessaly,7,871,875,367,218,44.13,905,39.787,21.617
567,565,511,Greece,704,University of Patras,5,731,510,367,218,44.44,641,39.787,21.617
567,495,645,Greece,836,University of Ioannina,4,871,597,367,218,44.55,582,39.787,21.617
567,420,511,Greece,518,University of Crete,3,871,491,367,218,44.72,515,39.787,21.617
567,659,511,Greece,950,National Technical University of Athens,6,871,514,187,218,44.37,695,39.787,21.617
200,273,428,Greece,416,National and Kapodistrian University of Athens,1,871,245,367,218,45.94,301,39.787,21.617
567,381,511,Greece,683,Aristotle University of Thessaloniki,2,756,340,367,218,44.92,459,39.787,21.617
471,209,321,Germany,231,University of Ulm,22,594,290,367,131,46.24,278,51.3819,9.9877
490,115,146,Germany,122,University of Tübingen,7,226,142,69,103,48.56,156,51.3819,9.9877
172,335,511,Germany,369,University of Stuttgart,27,376,399,82,218,45.79,316,51.3819,9.9877
532,809,428,Germany,732,University of Siegen,53,769,870,367,218,44.17,857,51.3819,9.9877
567,373,511,Germany,591,University of Rostock,35,325,443,364,218,44.96,450,51.3819,9.9877
303,270,287,Germany,241,University of Regensburg,28,522,302,367,218,45.79,318,51.3819,9.9877
567,424,511,Germany,313,University of Potsdam,41,584,485,367,218,44.72,517,51.3819,9.9877
567,826,511,Germany,654,University of Osnabrück,54,871,844,367,218,44.15,876,51.3819,9.9877
567,732,645,Germany,619,University of Oldenburg,52,816,729,367,218,44.24,801,51.3819,9.9877
421,174,136,Germany,192,University of Münster,14,192,170,113,174,47.34,205,51.3819,9.9877
567,300,428,Germany,249,University of Marburg,31,271,329,304,217,45.51,346,51.3819,9.9877
518,867,428,Germany,903,University of Mannheim,55,871,916,367,218,44.13,902,51.3819,9.9877
567,457,812,Germany,394,University of Lübeck,45,629,649,367,218,44.62,552,51.3819,9.9877
567,402,368,Germany,337,University of Konstanz,38,614,475,367,218,44.81,490,51.3819,9.9877
487,143,161,Germany,183,University of Kiel,17,310,232,193,198,47.11,215,51.3819,9.9877
567,289,321,Germany,263,University of Jena,29,457,260,367,218,45.64,328,51.3819,9.9877
567,715,645,Germany,691,University of Hohenheim,51,782,767,367,218,44.25,793,51.3819,9.9877
485,457,368,Germany,507,University of Hanover,39,250,434,367,218,44.8,492,51.3819,9.9877
136,127,101,Germany,126,University of Hamburg,9,677,147,314,135,48.31,162,51.3819,9.9877
567,732,812,Germany,487,University of Greifswald,49,476,714,367,211,44.26,785,51.3819,9.9877
171,184,264,Germany,146,University of Göttingen,11,299,174,43,176,47.98,177,51.3819,9.9877
554,134,146,Germany,202,University of Erlangen-Nuremberg,13,361,176,231,218,47.36,204,51.3819,9.9877
567,178,182,Germany,209,University of Düsseldorf,21,454,297,185,218,46.54,251,51.3819,9.9877
498,216,321,Germany,282,University of Duisburg-Essen,23,348,287,367,218,46.13,288,51.3819,9.9877
132,161,146,Germany,138,University of Cologne,12,421,204,367,201,47.52,197,51.3819,9.9877
567,471,321,Germany,289,University of Bremen,43,515,466,367,218,44.68,535,51.3819,9.9877
249,150,146,Germany,107,University of Bonn,8,341,153,58,65,48.54,158,51.3819,9.9877
567,447,321,Germany,331,University of Bayreuth,42,603,457,367,218,44.71,520,51.3819,9.9877
567,646,812,Germany,684,University of Augsburg,48,792,816,367,218,44.31,739,51.3819,9.9877
118,95,128,Germany,90,Technical University of Munich,3,119,104,37,177,50.58,101,51.3819,9.9877
567,420,368,Germany,528,Technical University of Dortmund,37,284,459,367,218,44.82,487,51.3819,9.9877
271,388,368,Germany,412,Technical University of Berlin,30,177,360,85,218,45.52,345,51.3819,9.9877
375,318,428,Germany,434,Saarland University,33,367,392,367,218,45.33,372,51.3819,9.9877
238,219,182,Germany,359,RWTH Aachen University,18,158,197,357,131,46.9,230,51.3819,9.9877
402,46,46,Germany,61,Ruprecht Karl University of Heidelberg,1,243,69,38,51,52.32,76,51.3819,9.9877
235,265,368,Germany,235,Ruhr University Bochum,25,797,236,367,218,46,296,51.3819,9.9877
567,457,511,Germany,629,Otto-von-Guericke University Magdeburg,44,388,486,367,218,44.68,536,51.3819,9.9877
567,413,812,Germany,345,Martin Luther University of Halle-Wittenberg,40,706,394,358,210,44.79,497,51.3819,9.9877
129,51,53,Germany,55,Ludwig Maximilian University of Munich,2,167,66,42,92,52.16,79,51.3819,9.9877
567,242,511,Germany,266,Leipzig University,26,364,281,326,208,45.94,302,51.3819,9.9877
208,247,146,Germany,280,Karlsruhe Institute of Technology,16,103,193,356,131,47.15,213,51.3819,9.9877
522,606,812,Germany,523,Kaiserslautern University of Technology,47,668,679,367,218,44.37,691,51.3819,9.9877
567,313,264,Germany,357,Justus Liebig University Giessen,32,309,332,367,218,45.43,358,51.3819,9.9877
391,179,287,Germany,179,Julius-Maximilian's University of Würzburg,20,369,216,106,168,46.85,235,51.3819,9.9877
567,164,161,Germany,185,Johannes Gutenberg University of Mainz,19,523,210,367,194,46.88,233,51.3819,9.9877
567,715,511,Germany,666,Jacobs University Bremen,50,533,894,367,218,44.26,787,51.3819,9.9877
567,85,161,Germany,82,Humboldt University of Berlin,5,471,108,291,108,48.64,153,51.3819,9.9877
567,219,287,Germany,245,Hannover Medical School,24,308,322,367,218,46.07,292,51.3819,9.9877
219,124,212,Germany,155,Goethe University Frankfurt,10,328,179,111,89,48.01,176,51.3819,9.9877
548,90,234,Germany,80,Free University of Berlin,4,461,109,76,128,48.78,147,51.3819,9.9877
567,195,146,Germany,212,Dresden University of Technology,15,102,188,367,218,47.25,210,51.3819,9.9877
344,413,368,Germany,457,Darmstadt University of Technology,34,330,376,66,218,45.32,374,51.3819,9.9877
567,622,645,Germany,383,Braunschweig University of Technology,46,343,551,226,218,44.44,636,51.3819,9.9877
567,369,511,Germany,375,Bielefeld University,36,774,480,367,218,44.91,464,51.3819,9.9877
134,134,182,Germany,104,Albert Ludwig University of Freiburg,6,98,156,148,193,48.57,155,51.3819,9.9877
567,308,264,France,232,Versailles Saint-Quentin-en-Yvelines University,15,839,443,367,218,45.36,371,46.656,2.543
567,850,812,France,616,University of Western Brittany,46,599,840,367,218,44.13,896,46.656,2.543
567,932,645,France,950,University of Valenciennes and Hainaut-Cambresis,47,871,866,367,218,44.06,966,46.656,2.543
567,219,264,France,145,University of Strasbourg,7,269,191,71,49,47.89,182,46.656,2.543
567,402,428,France,435,University of Savoy,20,731,490,367,218,44.79,499,46.656,2.543
567,809,812,France,722,University of Rouen,41,414,700,362,218,44.2,831,46.656,2.543
567,420,428,France,341,University of Rennes 1,19,344,351,367,218,44.86,475,46.656,2.543
567,958,645,France,884,University of Reims Champagne-Ardenne,48,544,967,367,218,44.05,978,46.656,2.543
567,671,645,France,470,University of Poitiers,30,754,636,255,148,44.39,675,46.656,2.543
567,699,428,France,782,University of Picardie Jules Verne,35,543,826,367,218,44.28,764,46.656,2.543
567,826,428,France,580,University of Perpignan Via Domitia,40,871,974,160,218,44.21,822,46.656,2.543
567,958,812,France,991,University of Pau and Pays de l'Adour,49,809,980,367,218,44.04,989,46.656,2.543
393,97,115,France,86,University of Paris-Sud,3,324,73,26,26,54.21,58,46.656,2.543
567,579,645,France,744,University of Paris 13,29,700,669,367,218,44.4,672,46.656,2.543
524,837,645,France,495,University of Orléans,43,839,754,367,218,44.15,879,46.656,2.543
567,424,511,France,259,University of Nice Sophia Antipolis,21,513,451,266,218,44.75,505,46.656,2.543
567,447,511,France,420,University of Nantes,22,579,483,367,218,44.67,539,46.656,2.543
462,184,146,France,129,University of Montpellier,12,511,165,289,169,47,224,46.656,2.543
213,437,321,France,342,University of Lorraine,16,208,311,216,190,45.25,385,46.656,2.543
567,770,511,France,814,University of Franche-Comté,39,583,743,302,218,44.22,816,46.656,2.543
567,659,645,France,368,University of Évry Val d'Essonne,34,871,996,367,218,44.3,750,46.656,2.543
567,754,812,France,768,University of Caen Lower Normandy,38,787,637,207,218,44.25,797,46.656,2.543
567,590,812,France,527,University of Burgundy,28,774,513,224,218,44.42,654,46.656,2.543
567,251,234,France,265,University of Bordeaux,14,297,291,354,218,45.96,299,46.656,2.543
567,809,812,France,801,University of Angers,42,550,840,367,218,44.17,859,46.656,2.543
567,511,368,France,400,University Lille 1: Sciences and Technologies,24,546,414,367,218,44.6,562,46.656,2.543
567,637,812,France,499,"University François Rabelais, Tours",31,703,667,201,218,44.37,699,46.656,2.543
404,63,68,France,35,Pierre-and-Marie-Curie University,4,87,31,30,88,53.79,63,46.656,2.543
567,686,287,France,502,"Paul Valéry University, Montpellier III",33,871,837,367,218,44.31,740,46.656,2.543
567,188,321,France,102,Paul Sabatier University - Toulouse III,13,514,158,367,218,46.81,236,46.656,2.543
406,558,812,France,611,Paris-Est Créteil Val-de-Marne University,27,824,732,367,218,44.45,633,46.656,2.543
567,97,115,France,56,Paris Diderot University - Paris 7,6,483,105,127,68,49.33,131,46.656,2.543
567,156,287,France,142,Paris Descartes University,11,455,177,203,218,47.06,217,46.656,2.543
242,646,812,France,672,National Polytechnic Institute of Toulouse,25,413,486,367,218,44.56,580,46.656,2.543
23,906,812,France,834,Mines ParisTech,5,871,977,278,169,50.34,104,46.656,2.543
567,520,645,France,631,Lille 2 University of Health and Law,26,630,821,367,218,44.48,618,46.656,2.543
567,170,234,France,93,Joseph Fourier University,8,160,110,195,218,47.71,188,46.656,2.543
567,850,812,France,486,Jean Monnet University,44,710,626,367,218,44.15,880,46.656,2.543
567,732,645,France,674,Institut national des sciences Appliquées de Lyon,37,558,547,367,218,44.27,772,46.656,2.543
567,388,428,France,520,Grenoble Institute of Technology,17,345,328,144,188,45.06,430,46.656,2.543
7,295,234,France,314,École Polytechnique,1,172,327,98,216,59.2,36,46.656,2.543
567,413,511,France,210,École normale supérieure de Lyon,18,589,481,367,135,44.87,471,46.656,2.543
323,826,428,France,776,École normale supérieure de Cachan,32,871,895,121,218,44.33,721,46.656,2.543
502,295,645,France,157,École normale supérieure - Paris,2,871,379,8,54,58.8,37,46.656,2.543
111,958,812,France,827,École Centrale Paris,23,839,995,367,218,44.63,548,46.656,2.543
255,991,812,France,841,École centrale de Lyon,45,570,856,367,218,44.15,881,46.656,2.543
567,184,234,France,121,Claude Bernard University Lyon 1,10,151,132,367,218,47.31,207,46.656,2.543
567,699,645,France,701,Blaise Pascal University,36,619,735,367,192,44.28,769,46.656,2.543
451,197,182,France,87,Aix-Marseille University,9,230,119,218,218,47.31,206,46.656,2.543
531,330,812,Finland,319,University of Turku,3,568,320,367,218,45.27,383,62.716,26.192
297,362,511,Finland,439,University of Tampere,5,679,526,367,218,45.02,442,62.716,26.192
369,375,368,Finland,344,University of Oulu,6,521,432,275,218,44.96,447,62.716,26.192
525,622,812,Finland,443,University of Jyväskylä,8,805,456,367,218,44.4,671,62.716,26.192
551,65,88,Finland,79,University of Helsinki,1,420,80,56,111,50.04,111,62.716,26.192
567,300,321,Finland,388,University of Eastern Finland,2,861,374,367,218,45.37,366,62.716,26.192
156,796,645,Finland,646,Tampere University of Technology,7,746,816,367,218,44.56,577,62.716,26.192
567,646,645,Finland,679,Åbo Akademi University,9,731,765,367,218,44.32,735,62.716,26.192
224,424,645,Finland,403,Aalto University,4,246,336,367,218,45.1,421,62.716,26.192
567,457,368,Estonia,318,University of Tartu,1,426,586,365,218,44.68,537,58.777,25.977
567,958,645,Egypt,969,Mansoura University,3,871,987,367,218,44.04,988,26.16,28.742
469,781,511,Egypt,730,Cairo University,1,871,697,285,180,44.25,796,26.16,28.742
566,981,645,Egypt,908,Alexandria University,4,871,997,236,218,44.03,997,26.16,28.742
567,932,511,Egypt,832,Ain Shams University,2,871,875,367,218,44.06,965,26.16,28.742
567,295,321,Denmark,327,University of Southern Denmark,4,320,386,367,218,45.46,356,56.113,9.096
149,31,59,Denmark,31,University of Copenhagen,1,432,38,117,64,52.51,74,56.113,9.096
510,216,161,Denmark,230,Technical University of Denmark,3,46,220,351,202,48.06,174,56.113,9.096
165,95,101,Denmark,81,Aarhus University,2,154,91,310,106,49.65,122,56.113,9.096
439,520,287,Denmark,660,Aalborg University,5,401,596,367,218,44.59,565,56.113,9.096
567,946,812,Czech Republic,868,"University of Chemistry and Technology, Prague",5,778,991,367,218,44.05,980,49.848,15.2812
567,659,511,Czech Republic,562,"Palacký University, Olomouc",4,475,739,367,218,44.33,724,49.848,15.2812
567,622,645,Czech Republic,519,Masaryk University,2,705,645,367,218,44.36,702,49.848,15.2812
567,646,428,Czech Republic,816,Czech Technical University in Prague,3,582,673,347,218,44.34,716,49.848,15.2812
560,227,182,Czech Republic,238,Charles University in Prague,1,636,228,238,116,46.32,270,49.848,15.2812
567,886,645,Cyprus,896,University of Cyprus,1,816,820,367,218,44.1,928,34.894,32.928
567,471,428,Croatia,541,University of Zagreb,1,650,553,367,218,44.62,551,45.754,16.385
189,837,428,Colombia,561,University of Los Andes (Colombia),1,749,898,367,218,44.43,652,3.794,-73.606
312,994,812,Colombia,732,National University of Colombia,2,861,871,367,218,44.06,968,3.794,-73.606
427,754,812,China,806,Zhengzhou University,47,749,663,367,218,44.25,795,35.1753,99.3877
567,958,812,China,991,Zhejiang University of Technology,79,672,858,367,218,44.04,984,35.1753,99.3877
309,265,368,China,290,Zhejiang University,4,106,71,367,218,47.66,191,35.1753,99.3877
567,896,812,China,873,Yangzhou University,65,871,891,367,218,44.09,943,35.1753,99.3877
542,984,812,China,974,Xidian University,81,434,830,367,218,44.03,991,35.1753,99.3877
384,958,812,China,935,Xiangtan University,68,778,862,367,218,44.08,949,35.1753,99.3877
80,409,645,China,493,Xiamen University,10,467,331,367,218,45.83,313,35.1753,99.3877
154,606,812,China,583,Xi'an Jiaotong University,13,174,271,367,218,45.21,389,35.1753,99.3877
499,590,428,China,931,Wuhan University of Technology,38,763,738,367,218,44.39,677,35.1753,99.3877
258,396,645,China,612,Wuhan University,19,576,274,367,218,45.13,415,35.1753,99.3877
192,247,368,China,269,University of Science and Technology of China,6,452,128,367,218,46.73,239,35.1753,99.3877
121,886,511,China,937,University of Science and Technology Beijing,29,408,542,367,218,44.7,530,35.1753,99.3877
308,837,812,China,912,University of Electronic Science and Technology of China,45,552,529,367,218,44.26,783,35.1753,99.3877
73,156,65,China,158,Tsinghua University,2,30,63,309,218,52.21,78,35.1753,99.3877
115,671,645,China,480,Tongji University,20,373,346,153,218,45.1,420,35.1753,99.3877
77,606,428,China,934,Tianjin University,12,245,348,367,218,45.61,331,35.1753,99.3877
567,946,812,China,857,Tianjin Medical University,76,839,885,367,218,44.05,976,35.1753,99.3877
567,932,645,China,809,Third Military Medical University,71,721,737,367,218,44.07,957,35.1753,99.3877
254,285,287,China,393,Sun Yat-sen University,8,221,161,367,218,46.25,277,35.1753,99.3877
567,867,645,China,897,Southwest University,60,669,695,268,218,44.14,889,35.1753,99.3877
327,998,812,China,962,Southwest Jiaotong University,82,861,937,367,218,44.03,993,35.1753,99.3877
567,932,812,China,758,Southern Medical University,72,782,801,367,218,44.06,963,35.1753,99.3877
488,480,645,China,702,Southeast University,24,149,369,168,218,45.01,443,35.1753,99.3877
266,471,511,China,620,South China University of Technology,23,196,347,367,218,45.02,439,35.1753,99.3877
452,906,645,China,912,South China Normal University,64,744,674,367,218,44.11,924,35.1753,99.3877
567,932,812,China,811,South China Agricultural University,73,871,877,367,218,44.06,969,35.1753,99.3877
567,565,812,China,773,Soochow University (Suzhou),33,871,396,367,218,44.49,615,35.1753,99.3877
563,447,645,China,478,Sichuan University,26,597,269,367,218,44.85,479,35.1753,99.3877
410,999,645,China,778,Shenzhen University,75,318,976,367,218,44.05,975,35.1753,99.3877
567,622,812,China,929,Shanghai University,39,782,494,367,218,44.38,684,35.1753,99.3877
463,850,812,China,950,Shanghai Normal University,59,871,919,367,218,44.14,888,35.1753,99.3877
143,209,212,China,267,Shanghai Jiao Tong University,3,198,81,335,218,47.96,180,35.1753,99.3877
437,409,511,China,604,Shandong University,18,538,213,367,218,45.13,413,35.1753,99.3877
567,754,645,China,664,Second Military Medical University,44,395,579,367,218,44.27,776,35.1753,99.3877
100,896,812,China,936,Renmin University of China,27,715,965,367,218,44.79,496,35.1753,99.3877
38,125,182,China,131,Peking University,1,20,52,182,218,54.26,56,35.1753,99.3877
567,358,368,China,297,Peking Union Medical College,21,797,324,367,218,45.09,423,35.1753,99.3877
567,809,812,China,735,Ocean University of China,51,541,648,367,218,44.19,846,35.1753,99.3877
351,989,812,China,962,Northwestern Polytechnical University,67,871,566,367,218,44.08,948,35.1753,99.3877
567,837,368,China,848,Northwest University (China),56,871,904,367,218,44.15,877,35.1753,99.3877
315,906,812,China,974,Northeastern University (China),55,698,759,367,218,44.16,871,35.1753,99.3877
567,549,645,China,765,Northeast Normal University,35,871,678,367,218,44.44,640,35.1753,99.3877
135,334,321,China,454,Nankai University,11,419,282,334,218,45.8,315,35.1753,99.3877
567,932,812,China,984,Nanjing University of Technology,49,217,748,367,218,44.22,810,35.1753,99.3877
331,826,368,China,943,Nanjing University of Science and Technology,48,694,796,367,218,44.24,804,35.1753,99.3877
486,867,812,China,974,Nanjing University of Aeronautics and Astronautics,61,853,709,367,218,44.14,895,35.1753,99.3877
362,265,234,China,358,Nanjing University,7,164,134,342,218,46.61,244,35.1753,99.3877
456,850,428,China,709,Nanjing Normal University,53,742,729,367,218,44.17,864,35.1753,99.3877
567,867,812,China,696,Nanjing Medical University,58,761,582,367,218,44.14,886,35.1753,99.3877
567,837,812,China,726,Nanjing Agricultural University,54,601,617,367,218,44.16,866,35.1753,99.3877
567,457,645,China,689,Lanzhou University,28,624,350,367,218,44.72,514,35.1753,99.3877
336,984,812,China,897,Jinan University,70,688,793,367,218,44.07,955,35.1753,99.3877
338,375,645,China,452,Jilin University,14,551,239,220,218,45.2,391,35.1753,99.3877
556,981,812,China,969,Jiangsu University,66,323,808,367,218,44.08,947,35.1753,99.3877
567,770,812,China,912,Jiangnan University,50,628,783,367,218,44.2,828,35.1753,99.3877
291,529,645,China,906,Hunan University,30,816,464,367,218,44.62,553,35.1753,99.3877
567,932,812,China,917,Hunan Normal University,74,871,923,367,218,44.06,972,35.1753,99.3877
282,480,645,China,626,Huazhong University of Science and Technology,16,242,219,367,218,45.16,400,35.1753,99.3877
567,837,645,China,535,Huazhong Agricultural University,52,494,651,367,218,44.17,858,35.1753,99.3877
567,958,812,China,991,Henan Normal University,80,871,959,367,218,44.04,990,35.1753,99.3877
302,932,812,China,974,Hefei University of Technology,57,871,914,367,218,44.15,883,35.1753,99.3877
244,437,645,China,847,Harbin Institute of Technology,17,375,241,367,218,45.14,410,35.1753,99.3877
567,906,645,China,991,Harbin Engineering University,69,839,970,367,218,44.07,953,35.1753,99.3877
